Method,Split,ACC,MacroF1,MacroPrec,MacroRec,AUC_ovr,Agreement
Original,fit,0.9289583333333333,0.9257469684613928,0.9281249513396411,0.9234883689127532,0.9952424674053406,1.0
Original,test,0.8897058823529411,0.8836035505558487,0.8868461200777629,0.881465227239221,0.9858330534167321,1.0
Quad4FHE,fit,0.9258333333333333,0.9226290135080066,0.9249341472401144,0.9204315287155173,0.9946381770560222,0.9922916666666667
Quad4FHE,test,0.8962418300653595,0.890310800904418,0.8925928550347455,0.889044223750106,0.9860569109798855,0.9926470588235294
square,fit,0.7127083333333334,0.6681952067730303,0.79712919958914,0.6897016391453185,0.9463445494869202,0.7227083333333333
square,test,0.6781045751633987,0.6444064295106242,0.748484012250232,0.6480619552446178,0.9181118440261308,0.7165032679738562
ls_poly_2,fit,0.9120833333333334,0.9057198454348876,0.9184580443884629,0.8958054178830095,0.9941434660809932,0.9710416666666667
ls_poly_2,test,0.8929738562091504,0.8850285065344546,0.8951402877344018,0.877366354835395,0.9864405317944465,0.9779411764705882
ls_poly_3,fit,0.9127083333333333,0.9062805613409096,0.9184698860498092,0.8967511081837849,0.9941469784668906,0.9720833333333333
ls_poly_3,test,0.8946078431372549,0.8867939616161261,0.8956339571913813,0.8800475788401485,0.9864628978175978,0.9812091503267973
ls_poly_5,fit,0.9210416666666666,0.9164857505190562,0.9220710746642136,0.9114765550397809,0.9945909278575314,0.9872916666666667
ls_poly_5,test,0.8954248366013072,0.8879282051883833,0.893522550124482,0.8836741809961624,0.9864960003029534,0.9877450980392157
ls_poly_7,fit,0.9245833333333333,0.9207700077599494,0.9246326850815256,0.9171871912317486,0.9948304466500598,0.9927083333333333
ls_poly_7,test,0.8970588235294118,0.8902186270964197,0.8942393882105162,0.887261580868392,0.9863676406476295,0.9910130718954249
remez_2,fit,0.9152083333333333,0.9098724306654956,0.9161349959645342,0.9044833750266769,0.9942768737154346,0.9808333333333333
remez_2,test,0.8962418300653595,0.8890068211537049,0.8942174522921363,0.885074741220252,0.9865911114095923,0.9869281045751634
remez_3,fit,0.9152083333333333,0.9098992105816526,0.9158977416574734,0.9046934321987593,0.9943000204432176,0.98125
remez_3,test,0.8962418300653595,0.8890068211537049,0.8942174522921363,0.885074741220252,0.986611977217384,0.9869281045751634
remez_5,fit,0.9239583333333333,0.9200422114736292,0.9225537834546406,0.9176783407737056,0.9947411968741341,0.991875
remez_5,test,0.8962418300653595,0.8894695056800482,0.8919924484432202,0.8881295596388475,0.9864951566338002,0.9910130718954249
remez_7,fit,0.9270833333333334,0.9234798668392693,0.9257813192858959,0.9212865344880693,0.9950054293888438,0.9952083333333334
remez_7,test,0.8946078431372549,0.8883112636219087,0.890706025125492,0.8870674681355796,0.9862381959324787,0.9950980392156863
ola,fit,0.9289583333333333,0.9257065521302964,0.928038307722219,0.9234883689127532,0.9952289408316314,0.9997916666666666
ola,test,0.8913398692810458,0.8851772960836545,0.8881192762347886,0.8833326408713406,0.9858482493270342,0.9983660130718954
precise_a11,fit,0.9289583333333333,0.9257469684613928,0.9281249513396411,0.9234883689127532,0.995242673047687,1.0
precise_a11,test,0.8897058823529411,0.8836035505558487,0.8868461200777629,0.881465227239221,0.9858307860605727,1.0
