Method,Split,ACC,MacroF1,MacroPrec,MacroRec,AUC_ovr,Agreement
Original,fit,0.9049974164021555,0.8825358818072196,0.9071539553116058,0.8728677298378076,0.9983547512545994,1.0
Original,test,0.8583837704550549,0.8215107569776307,0.8354041590556555,0.8177764053435217,,1.0
Quad4FHE,fit,0.8997194950911641,0.8792444699305898,0.8994523702000311,0.8719337996090554,0.998121380779959,0.9809182844910312
Quad4FHE,test,0.85681461555705,0.8200624742707777,0.8323875546764322,0.8186844955924784,,0.9789284913696481
square,fit,0.5123766639600403,0.5977106130469507,0.8203544961704793,0.5352630722971065,0.9726154998063989,0.5214069535690559
square,test,0.4734364492266308,0.557724666627038,0.7746998102880519,0.49835046289934604,,0.5094149293880296
ls_poly_2,fit,0.824819763293226,0.7758746016827901,0.8879136609220327,0.7236632188250802,0.9971845930546916,0.8714844615043921
ls_poly_2,test,0.8061533288500337,0.7560059056155979,0.8485934497674601,0.7106046189851531,,0.8739632369423896
ls_poly_3,fit,0.8548264068305406,0.8126458055579648,0.9063001929925355,0.7728027064835313,0.9975219687722846,0.9106567259663886
ls_poly_3,test,0.8292983635956064,0.7802142903708245,0.8455861910887971,0.7477590037643004,,0.9097735933647164
ls_poly_5,fit,0.8889791097659998,0.862581499649064,0.9153910623962861,0.8406800442436128,0.9980490776495999,0.9651091262518147
ls_poly_5,test,0.8528917283120376,0.8108675751544391,0.8394118687926645,0.7969457941221971,,0.9651423447657476
ls_poly_7,fit,0.896914446002805,0.8737048408891103,0.9087082618677494,0.8593450631913332,0.998184592114604,0.9811889471223642
ls_poly_7,test,0.8569266980497646,0.82034654778252,0.8412361161152768,0.8128057569415114,,0.9812261824702981
remez_2,fit,0.8720626953076942,0.8381466611964407,0.9183464642105367,0.8073214075773245,0.9977198439436481,0.9376737777121626
remez_2,test,0.8426361802286483,0.7967699033520391,0.8421136646193051,0.7745708134575439,,0.9367854741089442
remez_3,fit,0.8816466130262542,0.8541496823718545,0.9114019199750685,0.8296991587924892,0.997840514856543,0.9534460274107428
remez_3,test,0.8496413360233132,0.8073502265723969,0.8407718263751561,0.7918406355074257,,0.953429724277068
remez_5,fit,0.89686523461529,0.8742037761257212,0.8940754689855681,0.8678762445730972,0.9981194997617879,0.979023646071701
remez_5,test,0.85681461555705,0.804678243935432,0.8174075337549486,0.8049794961697346,,0.9768549652544273
remez_7,fit,0.9003961516694963,0.8788799254417792,0.8949932407076413,0.8753493519863734,0.9982212805600013,0.9831081912354519
remez_7,test,0.8572629455279085,0.8213559000642325,0.8284302053480856,0.8264948093365511,,0.9800493162967945
ola,fit,0.9049974164021555,0.882505190041703,0.9069890657909465,0.8729206442596111,0.9983511067818607,0.9981176644275486
ola,test,0.8586639766868415,0.8215586150013346,0.8353904154119894,0.8179415422274886,,0.9980945976238511
precise_a11,fit,0.9050097192490342,0.8826613907353775,0.9071863023863327,0.8730220508254618,0.9983548752564867,0.9999630914593637
precise_a11,test,0.8583837704550549,0.821513216327123,0.835408655516024,0.8177764053435217,,0.9999439587536427
