hidden_dim,method_used,hard_feasible,alpha,beta,eta,empirical_margin,normalized_margin,quant_decimals,orig_top1,orig_top5,quad_top1,quad_top5,he_export_dir,calib_n,calib_agreement,calib_mismatch_count,exact_preserved_on_calib,test_agreement,test_mismatch_count,calib_test_agreement_gap,num_pairwise_constraints,min_pairwise_margin,normalized_min_pairwise_margin,slack_positive_count,sum_slack,mean_slack,max_slack,pairwise_slack_positive_count,pairwise_sum_slack,pairwise_mean_slack,pairwise_max_slack,selected_C,selected_mu,constraint_version
64,soft(C=100.0),False,0.014635314478958036,0.2717903782359864,0.6693601197456233,-4.498555804006296,-1.6069996860402078,0,0.8495520543713315,0.9786839666357738,0.8396663577386468,0.9768303985171455,/root/autodl-tmp/DINOV2_Code/he_artifacts_dinov2_stanfordcars_h64,12948,0.9658634538152611,442,False,0.9308001235712079,224,0.03506333024405317,2524860,-4.498555804006296,-1.6069996860402078,1111,1109.8311543460927,0.08571448519818449,5.498555804006296,1493,1377.3197092316384,0.000545503397903899,5.498555804006296,100.0,,multiclass_bias_free_dL_v1
128,soft(C=0.1),False,0.04815442060035599,0.6561267226988288,1.3462186442109814,-3.6257404918820217,-2.012708824147568,0,0.8643805993203584,0.9799196787148594,0.8631448872412728,0.9777571825764597,/root/autodl-tmp/DINOV2_Code/he_artifacts_dinov2_stanfordcars_h128,12948,0.9799196787148594,260,False,0.9462465245597775,174,0.033673154155081875,2524860,-3.6257404918820217,-2.012708824147568,645,627.2072420012333,0.048440472814429515,4.625740491882022,825,742.7759410215083,0.0002941850007610356,4.625740491882022,0.1,,multiclass_bias_free_dL_v1
256,soft(C=10.0),False,0.08821419249020993,0.886012589272463,1.3534557664874296,-3.6777143049378047,-1.931725425191267,0,0.8730305838739574,0.9817732468334878,0.8748841519925857,0.9789928946555453,/root/autodl-tmp/DINOV2_Code/he_artifacts_dinov2_stanfordcars_h256,12948,0.9848625270312017,196,False,0.9573679332715477,138,0.027494593759654018,2524860,-3.6777143049378047,-1.931725425191267,469,470.5783758759661,0.03634371145165015,4.677714304937805,568,541.676702995711,0.00021453732206764376,4.677714304937805,10.0,,multiclass_bias_free_dL_v1
