Method,Split,ACC,MacroF1,MacroPrec,MacroRec,AUC_ovr,Agreement
Original,fit,0.945625,0.9457340172119397,0.9472129184792908,0.9456249999999998,0.9991300347222221,1.0
Original,test,0.7845,0.7842276661810803,0.7944263102461356,0.7845,0.9954166666666667,1.0
Quad4FHE,fit,0.9205,0.9203837501580522,0.9276377049081925,0.9205,0.9989825599747474,0.953875
Quad4FHE,test,0.7705,0.7719157486888645,0.7916708253263198,0.7705000000000001,0.9948598484848484,0.8995
square,fit,0.124625,0.11486478601186746,0.2790636368210011,0.12462499999999999,0.7599211253156565,0.126875
square,test,0.087,0.07864091367016379,0.15186253237553818,0.087,0.7393439393939396,0.104
ls_poly_2,fit,0.762125,0.7595428001015005,0.8312490137319308,0.7621249999999999,0.9976824968434344,0.777125
ls_poly_2,test,0.6545,0.651302541412807,0.7552097965051274,0.6545000000000001,0.9925058080808081,0.725
ls_poly_3,fit,0.7875,0.7842684527484859,0.8453368061810247,0.7875,0.9979666035353536,0.804875
ls_poly_3,test,0.6765,0.6720438905495619,0.7548482672123338,0.6765000000000001,0.9930217171717173,0.7485
ls_poly_5,fit,0.904,0.9039814554799102,0.9169023524924621,0.9039999999999999,0.9988396938131312,0.934125
ls_poly_5,test,0.7635,0.7647556954384794,0.7912857353813122,0.7635,0.9946088383838385,0.894
ls_poly_7,fit,0.93,0.9299765492575779,0.9354949060630234,0.9299999999999998,0.9990199021464647,0.96575
ls_poly_7,test,0.7795,0.7803873363112623,0.79711492255445,0.7794999999999999,0.995054797979798,0.9295
remez_2,fit,0.8045,0.8044425309077039,0.8552778083075745,0.8045,0.9979787720959595,0.82425
remez_2,test,0.686,0.6841397483567464,0.7534405172934829,0.686,0.9930255050505052,0.771
remez_3,fit,0.8425,0.8420936589745089,0.874215229920555,0.8425000000000001,0.9982937342171716,0.86375
remez_3,test,0.7155,0.7145412658111199,0.764710245926119,0.7155,0.9935595959595959,0.8055
remez_5,fit,0.91525,0.9145966900251166,0.9232419612002645,0.9152499999999999,0.9989304924242424,0.948625
remez_5,test,0.767,0.7656749788626027,0.7910492848107924,0.767,0.9948358585858587,0.89
remez_7,fit,0.93325,0.9331680885237585,0.9374234977065841,0.9332499999999999,0.999064299242424,0.970375
remez_7,test,0.7825,0.7827827702089094,0.7992418649869149,0.7825,0.9951838383838384,0.9245
ola,fit,0.944875,0.9449445008341327,0.9464898848135743,0.944875,0.9991252525252524,0.994875
ola,test,0.786,0.7856923224933755,0.7954868212140508,0.7859999999999999,0.9953911616161615,0.9895
precise_a11,fit,0.945625,0.9457340172119397,0.9472129184792908,0.9456249999999998,0.9991301767676767,1.0
precise_a11,test,0.7845,0.7841799023947148,0.7943606288011438,0.7845,0.9954179292929294,0.9995
