pool,pool_fraction,hidden_dim,method_used,hard_feasible,empirical_margin,norm_margin,quant_decimals,calib_n,calib_agreement,calib_mismatch,exact_preserved,test_agreement,test_mismatch,calib_test_gap,num_pairwise_constraints,min_pairwise_margin,normalized_min_pairwise_margin,slack_pos,sum_slack,mean_slack,max_slack,pairwise_slack_pos,pairwise_sum_slack,pairwise_mean_slack,pairwise_max_slack,selected_C,constraint_version,he_export_dir
01%,0.01,256,hard,True,1.0,0.90885,1,60,1.0,0,True,0.979253112033195,25,0.020746887966805017,360,0.9999999999999982,0.9088496802084453,0,1.7763568394002505e-15,2.960594732333751e-17,1.7763568394002505e-15,0,1.7763568394002505e-15,4.934324553889585e-18,1.7763568394002505e-15,,multiclass_bias_free_dL_v1,he_artifacts_qwen3_sib200_pool_01
05%,0.05,256,hard,True,1.0,0.174828,1,301,1.0,0,True,0.9941908713692946,7,0.0058091286307053736,1806,0.9999999999999964,0.17482809014505635,0,7.105427357601002e-15,2.3606070955485057e-17,3.552713678800501e-15,0,7.105427357601002e-15,3.934345159247509e-18,3.552713678800501e-15,,multiclass_bias_free_dL_v1,he_artifacts_qwen3_sib200_pool_05
10%,0.1,256,hard,True,1.0,0.11531,1,602,1.0,0,True,0.9941908713692946,7,0.0058091286307053736,3612,0.9999999999999964,0.11531029711972743,0,3.552713678800501e-15,5.901517738871264e-18,3.552713678800501e-15,0,3.552713678800501e-15,9.835862898118773e-19,3.552713678800501e-15,,multiclass_bias_free_dL_v1,he_artifacts_qwen3_sib200_pool_10
20%,0.2,256,soft(C=100.0),False,-1.731004,-0.208495,0,1205,0.9983402489626556,2,False,0.9941908713692946,7,0.004149377593360981,7230,-1.7310041989823652,-0.2084950916594335,5,4.475267125507074,0.0037139146269768246,2.7310041989823652,5,4.475267125507074,0.0006189857711628041,2.7310041989823652,100.0,multiclass_bias_free_dL_v1,he_artifacts_qwen3_sib200_pool_20
