Method,Split,ACC,MacroF1,MacroPrec,MacroRec,AUC_ovr,Agreement
Original,fit,0.8677272727272727,0.8681567576554863,0.872979599416271,0.8677272727272727,0.998111549482952,1.0
Original,test,0.8619545454545454,0.8624618095727985,0.8664950632173642,0.8619545454545455,0.9980433074463225,1.0
Quad4FHE,fit,0.8675454545454545,0.8679367646985718,0.8726052637412426,0.8675454545454545,0.9980776859504132,0.9854545454545455
Quad4FHE,test,0.8619545454545454,0.8626706750844397,0.8671266116074839,0.8619545454545454,0.9980535840358818,0.9844090909090909
square,fit,0.7327272727272728,0.7388998461405838,0.7901306213300343,0.7327272727272727,0.9910391378379501,0.7921818181818182
square,test,0.7220454545454545,0.7290084531909122,0.781352771078165,0.7220454545454547,0.9902693841106358,0.7813636363636364
ls_poly_2,fit,0.8578181818181818,0.8612924670617658,0.8741492489442797,0.8578181818181818,0.9980782341459363,0.9546363636363636
ls_poly_2,test,0.8529545454545454,0.8563604020570988,0.8679491647962893,0.8529545454545455,0.9980666099090493,0.9539090909090909
ls_poly_3,fit,0.8652727272727273,0.8670899045650354,0.8750481050351755,0.8652727272727273,0.9981314921716017,0.9686363636363636
ls_poly_3,test,0.8572272727272727,0.8591130566221281,0.8663747350316765,0.8572272727272727,0.9981162527513601,0.969
ls_poly_5,fit,0.8671818181818182,0.8680793152451498,0.8737853861213282,0.867181818181818,0.9981370156567964,0.9845454545454545
ls_poly_5,test,0.8608181818181818,0.861762777325448,0.8667217717586932,0.8608181818181818,0.9981051850159892,0.9844090909090909
ls_poly_7,fit,0.8674545454545455,0.8680391913393735,0.8731254271045462,0.8674545454545455,0.9981241579799826,0.9904545454545455
ls_poly_7,test,0.8613636363636363,0.8620460021307272,0.8663605012208418,0.8613636363636366,0.9980783961127955,0.9902272727272727
remez_2,fit,0.8653636363636363,0.86696862442629,0.8743707117535771,0.8653636363636363,0.9981334773038748,0.9694545454545455
remez_2,test,0.8581818181818182,0.8598300950026195,0.8664251382208482,0.8581818181818182,0.9981320839735869,0.9704090909090909
remez_3,fit,0.8666363636363636,0.8675702561995124,0.8733001503804365,0.8666363636363635,0.9981471904979443,0.9765454545454545
remez_3,test,0.8598636363636364,0.8609487627898211,0.8661185899827692,0.8598636363636362,0.9981407969600066,0.9774545454545455
remez_5,fit,0.8684545454545455,0.868643457771148,0.8727456264468129,0.8684545454545455,0.998121940279912,0.987
remez_5,test,0.8624090909090909,0.86285916180328,0.8667471552996332,0.862409090909091,0.9980903546658914,0.9880454545454546
remez_7,fit,0.8685454545454545,0.8687038807958005,0.8729688017114394,0.8685454545454544,0.9981044976950869,0.9905454545454545
remez_7,test,0.8628636363636364,0.8632021703993189,0.8668225409185968,0.8628636363636363,0.998047038913576,0.9904545454545455
ola,fit,0.8674545454545455,0.8678758982238162,0.8727882509426845,0.8674545454545455,0.998112280410316,0.9981818181818182
ola,test,0.861,0.8614998380499137,0.8654773590841282,0.861,0.9974946187549315,0.9977272727272727
precise_a11,fit,0.8677272727272727,0.8681530268020253,0.8729681907133923,0.8677272727272727,0.9981114913410025,0.9999090909090909
precise_a11,test,0.861909090909091,0.8624141524502439,0.8664427590601071,0.8619090909090908,0.998043214003904,0.9999545454545454
